first_competitor,second_competitor,category_id,match_id,winner,description
1700331,1500158,98948142,1836647,1700331,Runda 1
1600076,1600536,95200084,1839374,1600076,1/8 F
1800061,1700159,92981581,1840490,1700159,1/2 F
1500862,1600263,37291584,1840875,1600263,Eliminacje
1500438,1500333,31263906,1843163,1500333,Repasaż 2
1500192,1500253,95544472,1843885,1500192,Finał III-V
1500148,1500271,85655365,1844696,1500271,Runda 2
1600279,1500298,52704295,1845961,1600279,Runda 3
1600544,1700148,33444249,1845963,1600544,Runda 2
1501020,1500972,69546982,1849352,1501020,Finał I-II
1500106,1500342,92405281,1851738,1500106,Finał I-II
1700130,1700180,75774561,1856877,1700130,Runda 3
1500404,1500949,95100872,1864446,1500949,1/4 F
1900061,1900111,41347867,1868010,1900111,Runda 5
1700146,1800102,74784957,1869062,1700146,Runda 2
1500531,1700114,22256224,1870567,1500531,Runda 2
1501124,1500101,28663472,1872812,1500101,Runda 2
1500274,1500209,79888542,1874280,1500209,1/2 F
1500445,1500986,4281721,1878666,1500986,Runda 2
1500379,1600125,75447045,1882356,1500379,Runda 3
1800019,1800235,20426497,1883902,1800019,Runda 1
1500212,1500065,66441169,1884655,1500212,1/4 F
1800022,1700478,85479345,1895560,1800022,Runda 1
1500330,1800188,23133382,1899398,1500330,Runda 2
1600421,1501195,27611994,1902190,1600421,Runda 5
1500827,1600408,5916282,1905898,1500827,Eliminacje
1500696,1500403,47663882,1910927,1500696,1/4 F
1500880,1500306,33085984,1916408,1500880,Finał I-II
1500640,1500423,94512068,1917063,1500423,Repasaż 1
1700114,1500383,38112313,1920306,1700114,Runda 3
1600604,1600094,11382427,1922030,1600604,1/2 F
1500144,1500288,73421352,1924291,1500144,Runda 4
1800418,2000107,4669051,1931530,1800418,1/2 F
1800019,1800247,5845753,1936185,1800019,1/2 F
1600205,1600228,14327033,1937478,1600205,Repasaż 1
2000045,1900226,97053443,1938421,2000045,Runda 3
1500505,1700291,43539709,1938675,1500505,Runda 3
1500612,1500383,39719686,1940977,1500383,Repasaż 1
1700144,1700253,34568370,1947634,1700144,Runda 5
1500435,1600249,25744100,1948254,1600249,Runda 1
1800306,2100256,41274886,1948559,1800306,1/2 F
1600267,1700453,90746325,1951125,1700453,Repasaż F
1600311,1500391,61741458,1958370,1500391,Runda 5
2000013,2100065,64497943,1961003,2100065,Runda 3
1500835,1500101,82284663,1961523,1500101,1/2 F
1500682,1700260,5481610,1967550,1500682,Runda 4
1700534,1700123,80104603,1967953,1700123,Runda 2
1700353,1700144,18195816,1968902,1700353,Runda 3
2000077,1800425,62859193,1977347,2000077,Runda 2
1600103,1600338,78570212,1981330,1600103,Runda 5
1501184,1500336,17840487,1983287,1501184,Runda 4
1600342,1600338,78570212,1984417,1600338,Runda 1
1500880,1700144,55762052,1987803,1500880,Runda 5
1900311,1600329,13140749,1991164,1600329,1/2 F
1700256,1700189,84427939,1995823,1700256,1/2 F
1500895,1500429,5916282,2001863,1500429,1/4 F
"",1500245,182837,2002205,"",Repasaż 3
1700028,1800357,16384666,2003159,1800357,Runda 2
1500104,1500835,77872119,2006434,1500835,1/2 F
1500346,1600046,13554318,2007950,1500346,Runda 3
1700026,1800254,40966347,2008333,1700026,Runda 3
1900314,1900360,65591273,2013301,1900314,Runda 3
1500718,1600305,86970525,2016900,1500718,Runda 2
1500432,1500889,36572953,2018629,1500432,1/4 F
1500539,1500504,80256008,2019280,1500539,Finał I-II
1500329,1500010,94568527,2027002,1500010,Runda 3
1500383,1600080,73678006,2029562,1500383,1/4 F
"",1501123,72420894,2044068,"",Runda 1
1500320,1500683,27696099,2044267,1500320,Runda 1
1500374,1500101,77470303,2050196,1500101,Runda 2
"",1500196,7872133,2050408,1500196,Runda 3
1500003,1500730,21437582,2051902,1500003,Repasaż F
1700258,1600248,54603394,2056060,1700258,Eliminacje
1500673,1501107,34620608,2059280,1501107,Runda 1
1500067,1500272,47555154,2070102,1500272,Repasaż 2
1500416,1700440,3280446,2072469,1700440,Runda 1
1800287,1800252,15233358,2075124,1800252,Runda 2
1500071,1500238,50159026,2083824,1500071,Runda 3
1700352,1700496,70650503,2093471,1700352,Runda 3
1800087,1500880,1495775,2095150,1500880,Runda 1
1500410,1600083,91104542,2096460,1500410,Finał I-II
1900105,2100209,52160702,2097712,1900105,1/4 F
1500442,1500836,1307425,2098877,1500836,Runda 2
1500506,1501149,72420894,2099943,1500506,Runda 5
1500143,1500282,7871717,2102241,1500143,Runda 4
1500425,1600205,70862082,2109325,1600205,Runda 2
1500377,1500290,9124615,2117301,1500290,Runda 1
1500498,1500548,55572340,2120856,1500548,Runda 1
1600502,1800357,60155629,2127200,1600502,Runda 5
1700294,1800189,95776938,2129352,1700294,Runda 1
1500299,1500426,75327612,2133035,1500426,Runda 5
1500394,1500503,99742588,2140357,1500394,Finał I-II
1500857,1500963,87770188,2140754,1500963,Eliminacje
2100076,1600125,42285000,2141391,1600125,1/4 F
1900385,1900397,76385146,2148983,1900385,Runda 1
1900105,1700297,12377586,2151237,1700297,Finał I-II
1500160,1500311,55804634,2152408,1500160,Runda 5
1600248,1700256,57511183,2155324,1600248,Repasaż 1
1500006,1500001,47555154,2156790,1500001,1/2 F
1500426,1500545,87500211,2166387,1500426,1/4 F
1500095,1500142,17169936,2169064,1500142,Runda 5
1800364,1500618,1495775,2178189,1800364,1/2 F
1500215,1600022,72280442,2178851,1500215,Runda 2
1600502,1700297,56154090,2182621,1700297,Runda 2
1800172,1900093,39571540,2188495,1800172,Runda 2
1500693,1800376,92192957,2188538,1800376,Repasaż 1
1600226,1800415,57997746,2191844,1600226,Runda 1
1900306,1800418,4669051,2198278,1800418,Runda 1
1500150,1500601,45467382,2200627,1500150,1/4 F
1500699,1501182,5863571,2201193,1501182,Runda 2
1800375,1700473,84427939,2202129,1800375,1/2 F
1500191,1500190,7871717,2202569,1500191,Runda 1
1600614,1501195,79834172,2214812,1501195,Runda 4
"",1500012,86215724,2215979,1500012,Eliminacje
1500688,1501103,69186585,2217268,1501103,Runda 1
1900151,1600614,24419397,2218797,1600614,1/4 F
1500423,1500419,3430485,2220896,1500423,Runda 5
1600486,1600329,26778669,2222771,1600329,Runda 3
1500006,1700169,59661914,2226095,1500006,Runda 2
1500094,1500540,94461033,2226290,1500540,Runda 2
1700227,1700331,40026876,2231367,1700227,1/2 F
1600319,1500879,65464957,2236647,1500879,1/2 F
1800330,1800317,89172091,2246925,1800317,Runda 1
1500401,1500445,4281721,2253087,1500401,Runda 1
2000139,1800018,94516493,2254670,1800018,Runda 1
2000014,1900040,26343370,2259315,2000014,1/2 F
1700253,2000032,35415718,2266850,2000032,Finał I-II
1700127,1700331,36385156,2271608,1700331,Runda 5
1900331,1900353,75116456,2272345,1900353,Runda 1
1700260,1500391,56168728,2277987,1500391,Runda 2
1700085,1700064,91515258,2282233,1700064,Runda 1
1500285,"",35208473,2282283,"",1/4 F
1600337,1700177,41797417,2287574,1700177,1/2 F
1700114,1501182,94034732,2303280,1501182,Runda 1
1500612,1500383,21199026,2308561,1500383,1/2 F
1500452,1500940,27424543,2309433,1500940,1/4 F
1500324,1600380,69135995,2310745,1500324,Runda 5
1500408,1501107,91537656,2314176,1501107,Runda 1
1700529,1800287,15233358,2314585,1800287,""
1500398,1600197,76458101,2317093,1500398,Runda 1
1600254,1700503,12774067,2321447,1600254,Runda 2
1700256,1600458,63614464,2321899,1600458,Runda 5
1500907,1600261,69523891,2326068,1500907,Finał III-V
1500612,1500446,9384056,2327065,1500612,Runda 2
1500003,1500950,32326862,2328470,1500950,Runda 2
1900302,1900293,55345038,2332557,1900293,1/8 F
1900371,1900104,93267272,2345689,1900104,Runda 2
1700123,1700512,71077761,2345983,1700512,Runda 5
1700538,1700466,68129188,2348792,1700538,Runda 1
1500209,1500217,59107161,2355895,1500217,Runda 3
1600301,1700070,81958835,2356597,1600301,Runda 3
1500304,1500909,84193219,2357025,1500909,Eliminacje
1500166,1500233,62703632,2358072,1500233,Repasaż 1
1500310,1500404,52414552,2365610,1500404,Repasaż 1
1900023,1501194,62814081,2366075,1501194,1/8 F
1900376,1900344,1784161,2367252,1900344,1/2 F
1600267,1700110,60557106,2367693,1600267,Runda 5
1500253,1500035,12275878,2370424,1500253,Runda 5
1800416,1900398,78497477,2376911,1800416,Runda 2
1700177,1900145,55046531,2378201,1700177,1/2 F
1500098,1500195,78469040,2384245,1500098,Runda 2
1800207,1900375,41647131,2384848,1800207,1/2 F
1501184,1500410,44037121,2385989,1500410,Runda 3
1501182,1500429,38112313,2388262,1500429,Runda 1
1500104,1500396,9360899,2389368,1500396,Runda 1
1700286,1700376,56376680,2389460,1700376,Eliminacje
2100281,2000185,8591717,2392840,2000185,Runda 4
2000014,2000218,58999628,2396679,2000014,Runda 2
1500612,1500798,1746800,2398472,1500612,Runda 3
2000086,1800366,32670724,2404865,1800366,Finał III-V
1700395,1700543,50725156,2426719,1700395,Runda 1
1600294,1500679,54144500,2428283,1600294,Eliminacje
1900253,1700134,94398353,2428310,1700134,Eliminacje
1500006,1500446,75770301,2433302,1500006,Runda 3
1500424,1500104,28663472,2436560,1500104,Runda 3
1500370,1500932,79612359,2438011,1500370,1/2 F
1700260,1600269,14817161,2446105,1700260,Runda 1
1500094,1500138,72070270,2450960,1500138,Runda 2
1500949,1500945,76863664,2455537,1500949,Runda 2
1500468,1500559,5682646,2457904,1500468,1/2 F
1900339,1900344,1784161,2458426,1900344,Finał I-II
1500973,1500397,61866354,2465935,1500397,1/2 F
1600022,1800017,78300013,2467119,1600022,Runda 3
1500335,1500655,4675402,2467591,1500655,Repasaż 1
1600064,1700179,2475883,2471058,1600064,1/4 F
1500268,1700023,15205627,2473465,1500268,Runda 2
1500059,1500151,44635727,2481686,1500151,Runda 3
1500001,1500059,66441169,2496368,1500059,Finał I-II
2000084,1900020,85590899,2498319,2000084,1/2 F
1600352,1700081,38900328,2499100,1700081,Runda 5
1700015,1500137,60346016,2509543,1700015,Runda 1
1500978,1600604,17562837,2511349,1600604,Runda 5
1600030,1500208,98115884,2512952,1500208,1/2 F
1500950,1500012,25168831,2517701,1500950,Runda 5
1600621,1600615,66622233,2522216,1600621,Runda 3
1700303,1700146,32323784,2522878,1700146,Runda 3
1600335,1600343,36947143,2528001,1600335,Runda 1
1900145,1900111,41347867,2528357,1900111,1/2 F
1800154,2000101,38842008,2533099,1800154,Runda 1
1500335,1501200,76449082,2550152,1501200,Repasaż 1
1700234,1600148,918964,2558178,1600148,Runda 4
1900020,1900405,53919150,2559459,1900405,Runda 1
1500945,1500941,54295013,2561867,1500945,1/8 F
1700280,1800168,118009,2561980,1700280,Runda 3
1500375,1500570,85919218,2562078,1500375,1/4 F
1700526,1700044,24707664,2568971,1700044,Runda 3
1700402,1700368,84427939,2572480,1700368,1/8 F
1500275,1500270,59055063,2577215,1500270,Runda 1
1500405,1600103,78570212,2577411,1500405,Runda 1
1800104,1800096,28917444,2578236,1800104,Runda 1
1800133,1700359,5599446,2578877,1700359,Finał I-II
1700015,1800415,1227689,2580525,1700015,Runda 3
1700153,1900045,75783238,2582497,1700153,Runda 1
1500606,1600326,73838488,2585106,1500606,Eliminacje
1700390,1900328,1091527,2589470,1700390,Runda 3
1500243,1500016,94269204,2591674,1500016,Runda 3
1900237,1800099,12243801,2592902,1800099,Runda 5
1500434,1500393,91834270,2592916,1500434,Runda 1
1700202,1500663,40583759,2597245,1700202,1/2 F
1700141,1600058,36971909,2598248,1600058,Finał I-II
1500835,1500010,37298442,2603192,1500010,Runda 3
1500209,1500208,77828668,2604559,1500208,Eliminacje
1900006,2000278,39571540,2604635,2000278,Runda 2
1500072,1500356,58375092,2622680,1500072,Repasaż 1
1500879,1500899,32253771,2623288,1500899,Finał I-II
1800104,1700453,28236282,2624260,1700453,Runda 3
1600531,1700065,23931422,2625627,1600531,Eliminacje
1600248,1500449,1850364,2627271,1600248,1/16 F
1800285,1500299,74278427,2628200,1500299,Runda 1
1800368,1700212,79773226,2630575,1700212,1/16 F
1500408,1500401,47994778,2638873,1500401,Runda 3
1500449,1600531,47760057,2641877,1600531,Runda 5
1800385,1800379,79773226,2654361,1800379,1/16 F
1700415,1500376,14062245,2658587,1500376,Runda 4
1500814,1500894,39745036,2659603,1500814,Runda 2
1500835,1500329,82423534,2662414,1500329,Eliminacje
1500826,1600223,58588046,2669577,1600223,Runda 3
1500359,1500443,86679248,2670623,1500443,Runda 2
1600285,1900100,46135888,2672081,1900100,Eliminacje
1500369,1500426,2379132,2675074,1500426,Runda 3
1500539,1600154,80256008,2677136,1500539,Runda 3
1500403,1500300,85919218,2677793,1500300,Repasaż 1
1700130,1700115,70528057,2678656,1700115,Eliminacje
1600531,1700471,6455460,2681448,1600531,1/8 F
1700167,1600145,71616537,2681655,1700167,1/2 F
1800003,1700368,84427939,2682868,1700368,Repasaż 1
1700076,1700290,66669916,2686613,1700076,Runda 1
1500633,1500156,94611570,2693301,1500156,Runda 1
1500155,1500345,68516516,2696741,1500155,Runda 2
1900311,2000050,77106635,2707247,1900311,Runda 3
1500202,1500066,57714498,2707759,1500066,Runda 1
1500214,1500276,94105020,2709074,1500214,1/4 F
1501182,1500322,93074243,2712046,1500322,Runda 3
1500947,1800009,72372387,2713773,1500947,1/4 F
1600297,1500311,89163656,2720705,1500311,Runda 2
1700367,1700391,20342273,2724158,1700367,Runda 3
1500177,1500037,74438061,2729401,1500037,1/2 F
1900149,1700488,11302157,2733221,1900149,Runda 2
1500382,1500814,38624455,2750964,1500382,1/2 F
1700536,1800092,96448005,2751741,1800092,Finał III-V
1600536,1600088,85757537,2752580,1600536,Eliminacje
1700117,1501016,16550846,2753243,1700117,Runda 2
1700234,1700514,81479046,2755040,1700514,Repasaż F
1500101,1600267,44967997,2759405,1600267,Runda 2
1600259,1600103,84250676,2759606,1600259,Repasaż 1
1900364,1800241,1659385,2760968,1900364,Runda 1
1700224,1800200,99660969,2768945,1700224,Runda 2
1500399,1500819,31172802,2770974,1500399,Finał III-V
1500397,1500549,70593741,2772075,1500397,Runda 3
1600360,1500651,74498687,2775770,1600360,Eliminacje
1500426,1500408,47994778,2781865,1500426,Runda 5
1500020,1500258,13471207,2781922,1500258,1/4 F
"",1500097,45332641,2784972,"",Eliminacje
1800335,1800318,8881609,2785526,1800318,Runda 2
1500059,1700005,65489330,2785581,1500059,Eliminacje
1800351,1800330,63073317,2787526,1800351,Runda 1
1700395,1900366,90524159,2787860,1700395,Runda 3
"",1500726,47729096,2789648,"",Runda 2
1500101,1500094,35988509,2795386,1500094,Eliminacje
1600450,1800003,98740551,2804227,1600450,Runda 3
1600169,1600116,58002479,2811046,1600169,Runda 1
1900041,1900379,76479077,2811641,1900379,Finał I-II
1500059,1500006,65489330,2818855,1500059,Finał I-II
1500207,1500196,50032379,2824172,1500196,Runda 3
1800104,1700154,88668761,2827618,1700154,Runda 5
1500401,1500440,41406499,2830744,1500401,Runda 2
1800236,1800406,40926353,2832420,1800236,Runda 5
1700001,1501187,94105020,2837307,1700001,1/4 F
1500061,1500206,94844877,2850258,1500206,1/2 F
1600434,1500533,85204930,2864487,1500533,1/8 F
1500094,1600329,13971,2878490,1500094,Runda 5
1800154,1800193,84211933,2884048,1800154,Runda 2
1700440,1600297,41561051,2888164,1600297,1/2 F
1700154,1600457,86772301,2891828,1700154,Runda 4
1500010,1500977,67343445,2895918,1500010,Runda 2
1600430,1500326,84413057,2897409,1500326,Repasaż 1
1600391,1500435,46135888,2900213,1600391,Repasaż 2
1600269,1800378,536877,2925759,1800378,Runda 5
2000209,2000029,96448005,2929239,2000209,Eliminacje
1600268,1600604,1255359,2933087,1600604,Runda 2
1500899,1600522,32253771,2937040,1500899,Runda 2
1700162,1600268,61642299,2937704,1600268,Runda 1
1500810,1500238,70081078,2943983,1500238,Eliminacje
1900312,1900341,93511460,2950723,1900341,Runda 2
1600408,1600429,5916282,2964346,1600408,Repasaż 1
1500686,1501024,53878798,2974677,1500686,1/2 F
1600310,1500845,92001787,2977310,1500845,Repasaż 1
2000185,2000345,8591717,2978071,2000185,Runda 2
1600167,1500483,4165121,2986031,1600167,1/2 F
1500150,1500539,67262349,2988059,1500539,1/4 F
2100071,2000164,26778669,2988348,2000164,Runda 3
1501188,1600085,62814081,2991130,1501188,1/4 F
1700259,1700283,92233652,2998848,1700283,Runda 5
1500064,1500445,72603007,3000512,1500064,Runda 2
1700114,1500446,85204791,3003379,1500446,Runda 1
1600292,1500401,21212648,3013938,1500401,Runda 1
1500143,1501187,63264093,3017923,1500143,Runda 1
1900094,1900166,82519989,3031480,1900166,Runda 2
2000241,1900104,55046531,3034151,2000241,Runda 2
1700061,1700076,82442646,3034502,1700061,Runda 1
1700538,1700256,76261277,3034666,1700256,Repasaż 1
1501194,1700527,24707664,3040047,1501194,Runda 2
1600094,1800390,96524359,3053112,1600094,Runda 2
1500121,1500037,15963021,3060483,1500037,Runda 2
1900161,1700530,17976486,3061295,1700530,Finał I-II
1900311,1900064,49657109,3061360,1900311,1/8 F
1500099,1500112,93546621,3072700,1500099,Runda 2
1600226,1500720,13414890,3074192,1500720,Runda 5
1500682,1500391,84197756,3084592,1500682,Finał I-II
1700177,1900104,47368247,3086815,1700177,Runda 1
1700113,1500379,9207193,3087083,1500379,1/4 F
1600026,1800017,69874655,3092206,1800017,Finał I-II
1900211,2000265,9405011,3093927,1900211,Runda 2
1600431,1500419,14994860,3097425,1500419,Finał I-II
1600251,1900349,90524159,3097844,1600251,Runda 2
1600514,1800404,44508455,3098135,1600514,Runda 1
1600609,1500288,16550846,3104702,1500288,Runda 2
1700275,1600502,78213154,3107469,1600502,1/2 F
1500394,1500364,34387918,3107831,1500394,1/2 F
1600226,1500217,44893624,3121938,1500217,Runda 3
1600118,1700256,16641577,3122861,1600118,Runda 2
1500694,1500916,25532992,3131899,1500916,Repasaż 3
1500306,1500881,4329711,3138152,1500881,Finał III-V
1500160,1500068,24179740,3150138,1500160,Runda 2
2000311,2000183,87807180,3152877,2000311,Runda 3
1500586,1600428,41278846,3156410,1500586,Finał I-II
1900313,1700530,35035973,3157888,1700530,1/4 F
1500118,1700036,78374530,3163306,1700036,Runda 5
1500397,"",72420894,3167385,1500397,Runda 2
1500215,1700010,48889956,3172620,1500215,Runda 1
1500154,1500818,47593240,3173004,1500154,Eliminacje
1500001,1500271,35906152,3190082,1500271,Finał I-II
1600329,1500539,11132816,3194074,1600329,1/2 F
2000099,2000008,27467571,3195838,2000008,Runda 2
1900153,1700516,70800243,3196769,1700516,1/2 F
2000077,1500215,78242541,3199483,1500215,Runda 2
1900013,1600495,94764136,3200892,1600495,Eliminacje
1500369,1500699,19697710,3203388,1500369,1/2 F
1500533,1500546,85204930,3216242,1500533,Finał I-II
1600127,1700267,2475883,3217851,1600127,Repasaż 1
1501200,1500346,68963963,3219062,1501200,Runda 1
2100183,1900021,36986180,3221175,1900021,Runda 5
1700284,1800213,9315105,3225312,1700284,Runda 5
1500429,1500382,33565274,3229306,1500429,Runda 1
1700390,1800246,39799487,3232421,1700390,1/2 F
1600190,1500359,91273737,3232613,1500359,Runda 4
1600428,1500586,48013733,3234815,1500586,Runda 1
1501138,1500037,74438061,3236681,1500037,Eliminacje
1600244,1600021,53155950,3236825,1600021,1/8 F
1501017,1501097,60402753,3240318,1501097,1/2 F
1600337,1600332,80104603,3241494,1600332,Runda 2
1500360,1500137,16876853,3241945,1500360,1/2 F
1900366,1700024,52156549,3243735,1700024,Runda 3
1600236,1500208,74438061,3253564,1500208,Eliminacje
1500315,1500717,79773226,3253958,1500717,1/8 F
1800236,2000120,57403513,3255867,1800236,Runda 4
1800222,1800232,72248662,3258612,1800232,Runda 1
